mz-peak	score	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=231.15415052	1.0	met4632	Butyrylcarnitine	HMDB0002013	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	231.14705817	C11H21NO4
m/z=457.16025161	1.0	met15873	Amygdalin	HMDB0035030	Food	Organic compounds	Cytoplasm|Extracellular	457.15841071	C20H27NO11
m/z=286.163862478	0.5	met22073	4-Hydroxyestrone	HMDB0005895	Drug metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	286.15689457	C18H22O3
m/z=286.163862478	0.5	met16947	2-Hydroxyestrone	HMDB0000343	Endogenous|Food	Organic compounds	Extracellular|Membrane (predicted from logP)	286.15689457	C18H22O3
m/z=128.110329239	1.0	met19016	Octanal	HMDB0001140	Endogenous	Organic compounds	Membrane (predicted from logP)	128.12011513	C8H16O
m/z=190.054867727	1.0	met28999	3-Dehydroquinate	HMDB0012710	Endogenous	Organooxygen compounds	NULL	190.04773805	C7H10O6
m/z=142.091995979	1.0	met74374	4-ene-Valproic acid	HMDB0013897	Drug metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	142.09937969	C8H14O2
m/z=316.247044439	1.0	met41150	20a-Dihydroprogesterone	HMDB0003069	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=477.287660319	1.0	met11820	LysoPE(0:0/18:2(9Z,12Z))	HMDB0011477	Endogenous|Food	Organic compounds	Extracellular|Membrane	477.28553928	C23H44NO7P
m/z=477.287660319	0.5	met54798	LysoPE(18:2(9Z,12Z)/0:0)	HMDB0011507	Endogenous|Food	Organic compounds	Extracellular|Membrane	477.28553928	C23H44NO7P
m/z=582.241701051	1.0	met9619	Biliverdin	HMDB0001008	Endogenous	Organic compounds	Cytoplasm|Membrane (predicted from logP)|Nucleus	582.24783484	C33H34N4O6
m/z=360.200575786	1.0	met53569	Cortisone	HMDB0002802	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane|Endoplasmic reticulum	360.19367401	C21H28O5
m/z=290.231335156	1.0	met47539	Epiandrosterone	HMDB0000365	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	290.2245802	C19H30O2
m/z=286.200213904	1.0	met17619	Androstenedione	HMDB0000053	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane|Endoplasmic reticulum	286.19328008	C19H26O2
m/z=348.236838418	0.5	met26379	11b,21-Dihydroxy-5b-pregNULLe-3,20-dione	HMDB0006757	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	348.23005951	C21H32O4
m/z=348.236838418	0.5	met66078	3a,21-Dihydroxy-5b-pregNULLe-11,20-dione	HMDB0006755	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	348.23005951	C21H32O4
m/z=496.300917698	1.0	met29141	3-alpha,20-alpha-Dihydroxy-5-beta-pregNULLe 3-glucuronide	HMDB0010352	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	496.30361838	C27H44O8
m/z=141.02157808	1.0	met58582	O-Phosphoethanolamine	HMDB0000224	Endogenous	Organic compounds	Cytoplasm|Endoplasmic reticulum	141.01909426	C2H8NO4P
m/z=239.102006322	1.0	met4675	4a-Carbinolamine tetrahydrobiopterin	HMDB0002215	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	239.10183931	C9H13N5O3
m/z=165.072320833	1.0	met69937	L-Phenylalanine	HMDB0000159	Drug|Food|Plant	Organic compounds	Cytoplasm|Extracellular|Mitochondria	165.0789786	C9H11NO2
m/z=304.210605798	1.0	met74510	6beta-Hydroxytestosterone	HMDB0006259	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane|Endoplasmic reticulum	304.20384476	C19H28O3
m/z=475.271746378	0.5	met35140	LysoPE(0:0/18:3(6Z,9Z,12Z))	HMDB0011478	Endogenous|Food	Organic compounds	Extracellular|Membrane	475.26988921	C23H42NO7P
m/z=475.271746378	0.5	met68780	LysoPE(18:3(6Z,9Z,12Z)/0:0)	HMDB0011508	Endogenous|Food	Organic compounds	Extracellular|Membrane	475.26988921	C23H42NO7P
m/z=287.203690856	1.0	met24806	L-Octanoylcarnitine	HMDB0000791	Endogenous|Food	Organic compounds	Extracellular|Membrane	287.20965842	C15H29NO4
m/z=290.119569901	1.0	met28139	Argininosuccinic acid	HMDB0000052	Endogenous	Organic compounds	Cytoplasm	290.12263433	C10H18N4O6
m/z=334.257511455	1.0	met43283	Tetrahydrodeoxycorticosterone	HMDB0000879	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	334.25079495	C21H34O3
m/z=362.215943258	0.5	met3071	17a,21-Dihydroxy-5b-pregNULLe-3,11,20-trione	HMDB0006758	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane	362.20932407	C21H30O5
m/z=362.215943258	1.0	met46038	Cortisol	HMDB0000063	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane|Mitochondria|Endoplasmic reticulum	362.20932407	C21H30O5
m/z=478.212453289	1.0	met32991	4-Hydroxyandrostenedione glucuronide	HMDB0010315	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	478.22028269	C25H34O9
m/z=316.247194465	0.5	met35362	Pregnenolone	HMDB0000253	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Mitochondria|Endoplasmic reticulum	316.24023027	C21H32O2
m/z=316.247194465	1.0	met41150	20a-Dihydroprogesterone	HMDB0003069	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane (predicted from logP)	316.24023027	C21H32O2
m/z=477.287496375	0.5	met11820	LysoPE(0:0/18:2(9Z,12Z))	HMDB0011477	Endogenous|Food	Organic compounds	Extracellular|Membrane	477.28553928	C23H44NO7P
m/z=477.287496375	0.5	met54798	LysoPE(18:2(9Z,12Z)/0:0)	HMDB0011507	Endogenous|Food	Organic compounds	Extracellular|Membrane	477.28553928	C23H44NO7P
m/z=137.091358573	1.0	met42142	Tyramine	HMDB0000306	Endogenous	Benzenoids	Cytoplasm	137.08406398	C8H11NO
m/z=344.205751904	1.0	met12805	11-Dehydrocorticosterone	HMDB0004029	Endogenous|Food	Organic compounds	Extracellular|Membrane	344.19875938	C21H28O4
m/z=122.007445268	1.0	met32040	3-Mercaptolactic acid	HMDB0002127	Endogenous	Organic compounds	Cytoplasm	122.00376475	C3H6O3S
m/z=314.231452202	1.0	met23366	Progesterone	HMDB0001830	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	314.2245802	C21H30O2
m/z=462.23211974	1.0	met3048	6-Dehydrotestosterone glucuronide	HMDB0010337	Endogenous|Food	Organic compounds	Extracellular|Membrane	462.22536806	C25H34O8
m/z=466.253221947	1.0	met57850	Androsterone glucuronide	HMDB0002829	Drug metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	466.25666819	C25H38O8
m/z=416.335731085	1.0	met67228	7a,12a-Dihydroxy-cholestene-3-one	HMDB0002197	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane|Mitochondria	416.32904527	C27H44O3
m/z=416.335731085	0.5	met15222	Calcitriol	HMDB0001903	Endogenous|Food	Lipids and lipid-like molecules	Extracellular|Membrane (predicted from logP)|Mitochondria	416.32904527	C27H44O3
m/z=479.303332939	1.0	met33968	LysoPE(0:0/18:1(9Z))	HMDB0011476	Endogenous|Food	Organic compounds	Extracellular|Membrane	479.30118934	C23H46NO7P
m/z=315.247725991	1.0	met21759	Decanoylcarnitine	HMDB0000651	Endogenous|Food	Organic compounds	Extracellular|Membrane	315.24095855	C17H33NO4
m/z=315.235073894	1.0	met21759	Decanoylcarnitine	HMDB0000651	Endogenous|Food	Organic compounds	Extracellular|Membrane	315.24095855	C17H33NO4
