name,mz,rt,MS2.spectrum.name,Candidate.number,Identification,Level
M88T664,88.04746103,664.1051941,NA,3,Compound.name:N-Nitroethylenediamine;CAS.ID:58130-90-8;HMDB.ID:HMDB0031226;KEGG.ID:NA;Lab.ID:HMDB0031226;Adduct:(M+H-H2O)+;mz.error: 7.663633;Database:HMDB.metabolite.data{}Compound.name:p-Anisidine;CAS.ID:NA;HMDB.ID:HMDB0029300;KEGG.ID:C19326;Lab.ID:HMDB0029300;Adduct:(M+H-2H2O)+;mz.error:17.632213;Database:HMDB.metabolite.data{}Compound.name:2-Propionylpyrrole;CAS.ID:1073-26-3;HMDB.ID:HMDB0032492;KEGG.ID:NA;Lab.ID:HMDB0032492;Adduct:(M+H-2H2O)+;mz.error:17.632213;Database:HMDB.metabolite.data,3
M89T978,88.99101538,977.5723877,NA,3,Compound.name:Dimercaprol;CAS.ID:59-52-9;HMDB.ID:HMDB0015677;KEGG.ID:C02924;Lab.ID:HMDB0015677;Adduct:(M+H-2H2O)+;mz.error: 8.147805;Database:HMDB.metabolite.data{}Compound.name:Carbon dioxide;CAS.ID:124-38-9;HMDB.ID:HMDB0001967;KEGG.ID:C00011;Lab.ID:HMDB0001967;Adduct:(2M+H)+;mz.error:10.142230;Database:HMDB.metabolite.data{}Compound.name:Acetaldehyde;CAS.ID:75-07-0;HMDB.ID:HMDB0000990;KEGG.ID:C00084;Lab.ID:HMDB0000990;Adduct:(M-H+2Na)+;mz.error:16.248425;Database:HMDB.metabolite.data,3
M89T115,89.04197,114.9255371,NA,3,"Compound.name:3-(Methylthio)-1-propene;CAS.ID:10152-76-8;HMDB.ID:HMDB0031653;KEGG.ID:NA;Lab.ID:HMDB0031653;Adduct:(M+H)+;mz.error:0.002365;Database:HMDB.metabolite.data{}Compound.name:cis-2,3-Dimethylthiirane;CAS.ID:5954-71-2;HMDB.ID:HMDB0039807;KEGG.ID:NA;Lab.ID:HMDB0039807;Adduct:(M+H)+;mz.error:0.002365;Database:HMDB.metabolite.data{}Compound.name:(1E)-1-(methylthio)prop-1-ene;CAS.ID:NA;HMDB.ID:HMDB0059843;KEGG.ID:NA;Lab.ID:HMDB0059843;Adduct:(M+H)+;mz.error:0.002365;Database:HMDB.metabolite.data",3
M89T597,88.99101477,596.6686401,NA,3,Compound.name:Dimercaprol;CAS.ID:59-52-9;HMDB.ID:HMDB0015677;KEGG.ID:C02924;Lab.ID:HMDB0015677;Adduct:(M+H-2H2O)+;mz.error: 8.14628;Database:HMDB.metabolite.data{}Compound.name:Carbon dioxide;CAS.ID:124-38-9;HMDB.ID:HMDB0001967;KEGG.ID:C00011;Lab.ID:HMDB0001967;Adduct:(2M+H)+;mz.error:10.14071;Database:HMDB.metabolite.data{}Compound.name:Acetaldehyde;CAS.ID:75-07-0;HMDB.ID:HMDB0000990;KEGG.ID:C00084;Lab.ID:HMDB0000990;Adduct:(M-H+2Na)+;mz.error:16.24995;Database:HMDB.metabolite.data,3
M89T828,88.99096649,827.7888184,NA,3,Compound.name:Dimercaprol;CAS.ID:59-52-9;HMDB.ID:HMDB0015677;KEGG.ID:C02924;Lab.ID:HMDB0015677;Adduct:(M+H-2H2O)+;mz.error: 8.02558;Database:HMDB.metabolite.data{}Compound.name:Carbon dioxide;CAS.ID:124-38-9;HMDB.ID:HMDB0001967;KEGG.ID:C00011;Lab.ID:HMDB0001967;Adduct:(2M+H)+;mz.error:10.02001;Database:HMDB.metabolite.data{}Compound.name:Acetaldehyde;CAS.ID:75-07-0;HMDB.ID:HMDB0000990;KEGG.ID:C00084;Lab.ID:HMDB0000990;Adduct:(M-H+2Na)+;mz.error:16.37065;Database:HMDB.metabolite.data,3
M89T334,89.03798813,333.9736176,NA,3,Compound.name:Guaiacol;CAS.ID:90-05-1;HMDB.ID:HMDB0001398;KEGG.ID:C15572;Lab.ID:HMDB0001398;Adduct:(M+H-2H2O)+;mz.error:1.353420;Database:HMDB.metabolite.data{}Compound.name:3-methoxyphenol;CAS.ID:NA;HMDB.ID:HMDB0135619;KEGG.ID:NA;Lab.ID:HMDB0135619;Adduct:(M+H-2H2O)+;mz.error:1.353420;Database:HMDB.metabolite.data{}Compound.name:4-Methylcatechol;CAS.ID:452-86-8;HMDB.ID:HMDB0000873;KEGG.ID:C06730;Lab.ID:HMDB0000873;Adduct:(M+H-2H2O)+;mz.error:1.353425;Database:HMDB.metabolite.data,3
M89T420,89.02216425,419.6316681,NA,3,Compound.name:Boric acid (HBO2);CAS.ID:13460-50-9;HMDB.ID:HMDB0034769;KEGG.ID:NA;Lab.ID:HMDB0034769;Adduct:(2M+H)+;mz.error:2.361915;Database:HMDB.metabolite.data{}Compound.name:Glyceric acid;CAS.ID:473-81-4;HMDB.ID:HMDB0000139;KEGG.ID:C00258;Lab.ID:HMDB0000139;Adduct:(M+H-H2O)+;mz.error:2.861075;Database:HMDB.metabolite.data{}Compound.name:L-Glyceric acid;CAS.ID:28305-26-2;HMDB.ID:HMDB0006372;KEGG.ID:NA;Lab.ID:HMDB0006372;Adduct:(M+H-H2O)+;mz.error:2.861075;Database:HMDB.metabolite.data,3
M90T119,90.05505881,119.2918434,NA,3,Compound.name:Pyruvaldehyde;CAS.ID:78-98-8;HMDB.ID:HMDB0001167;KEGG.ID:C00546;Lab.ID:HMDB0001167;Adduct:(M+NH4)+;mz.error:0.073595;Database:HMDB.metabolite.data{}Compound.name:Malondialdehyde;CAS.ID:542-78-9;HMDB.ID:HMDB0006112;KEGG.ID:C19440;Lab.ID:HMDB0006112;Adduct:(M+NH4)+;mz.error:0.073595;Database:HMDB.metabolite.data{}Compound.name:Acrylic acid;CAS.ID:79-10-7;HMDB.ID:HMDB0031647;KEGG.ID:C19501;Lab.ID:HMDB0031647;Adduct:(M+NH4)+;mz.error:0.073595;Database:HMDB.metabolite.data,3
M90T247,90.01207917,246.9262924,NA,3,Compound.name:Ciliatine;CAS.ID:2041-14-7;HMDB.ID:HMDB0011747;KEGG.ID:C03557;Lab.ID:HMDB0011747;Adduct:(M+H-2H2O)+;mz.error:4.498828;Database:HMDB.metabolite.data{}Compound.name:4-Methyl-5-vinylthiazole;CAS.ID:1759-28-0;HMDB.ID:HMDB0031858;KEGG.ID:NA;Lab.ID:HMDB0031858;Adduct:(M+H-2H2O)+;mz.error:9.851872;Database:HMDB.metabolite.data{}Compound.name:2-Pyridinemethanethiol;CAS.ID:2044-73-7;HMDB.ID:HMDB0041346;KEGG.ID:NA;Lab.ID:HMDB0041346;Adduct:(M+H-2H2O)+;mz.error:9.851872;Database:HMDB.metabolite.data,3
M90T345,90.04550296,345.0688324,NA,3,Compound.name:5-Methylcytosine;CAS.ID:554-01-8;HMDB.ID:HMDB0002894;KEGG.ID:C02376;Lab.ID:HMDB0002894;Adduct:(M+H-2H2O)+;mz.error:1.227747;Database:HMDB.metabolite.data{}Compound.name:2-O-Methylcytosine;CAS.ID:3289-47-2;HMDB.ID:HMDB0004339;KEGG.ID:NA;Lab.ID:HMDB0004339;Adduct:(M+H-2H2O)+;mz.error:1.227747;Database:HMDB.metabolite.data{}Compound.name:3-Methylcytosine ;CAS.ID:4776-08-3;HMDB.ID:HMDB0011601;KEGG.ID:NA;Lab.ID:HMDB0011601;Adduct:(M+H-2H2O)+;mz.error:1.227747;Database:HMDB.metabolite.data,3
M90T499,90.05502889,498.6804047,NA,3,Compound.name:Pyruvaldehyde;CAS.ID:78-98-8;HMDB.ID:HMDB0001167;KEGG.ID:C00546;Lab.ID:HMDB0001167;Adduct:(M+NH4)+;mz.error:0.001205;Database:HMDB.metabolite.data{}Compound.name:Malondialdehyde;CAS.ID:542-78-9;HMDB.ID:HMDB0006112;KEGG.ID:C19440;Lab.ID:HMDB0006112;Adduct:(M+NH4)+;mz.error:0.001205;Database:HMDB.metabolite.data{}Compound.name:Acrylic acid;CAS.ID:79-10-7;HMDB.ID:HMDB0031647;KEGG.ID:C19501;Lab.ID:HMDB0031647;Adduct:(M+NH4)+;mz.error:0.001205;Database:HMDB.metabolite.data,3
M91T1109,90.94777817,1108.69165,NA,2,Compound.name:Dimethyl trisulfide;CAS.ID:3658-80-8;HMDB.ID:HMDB0013780;KEGG.ID:C08372;Lab.ID:HMDB0013780;Adduct:(M+H-2H2O)+;mz.error: 3.71023;Database:HMDB.metabolite.data{}Compound.name:Magnesium;CAS.ID:7439-95-4;HMDB.ID:HMDB0000547;KEGG.ID:C00305;Lab.ID:HMDB0000547;Adduct:(M-2H+3Na)+;mz.error:23.59068;Database:HMDB.metabolite.data,3
M91T653,90.96713544,652.9920044,NA,3,Compound.name:Methyl methanethiosulfonate;CAS.ID:2949-92-0;HMDB.ID:HMDB0031832;KEGG.ID:NA;Lab.ID:HMDB0031832;Adduct:(M+H-2H2O)+;mz.error: 0.28656;Database:HMDB.metabolite.data{}Compound.name:Hydrogen sulfide;CAS.ID:7783-06-4;HMDB.ID:HMDB0003276;KEGG.ID:C00283;Lab.ID:HMDB0003276;Adduct:(2M+Na)+;mz.error: 5.98483;Database:HMDB.metabolite.data{}Compound.name:Foscarnet;CAS.ID:63585-09-1;HMDB.ID:HMDB0014670;KEGG.ID:C06456;Lab.ID:HMDB0014670;Adduct:(M+H-2H2O)+;mz.error:23.06431;Database:HMDB.metabolite.data,3
M91T412,91.05387999,411.7319946,NA,3,"Compound.name:4-Hydroxy-4-methyl-5-hexenoic acid gamma lactone;CAS.ID:1073-11-6;HMDB.ID:HMDB0032333;KEGG.ID:NA;Lab.ID:HMDB0032333;Adduct:(M+H-2H2O)+;mz.error:0.748930;Database:HMDB.metabolite.data{}Compound.name:Methyl sorbate;CAS.ID:689-89-4;HMDB.ID:HMDB0029582;KEGG.ID:NA;Lab.ID:HMDB0029582;Adduct:(M+H-2H2O)+;mz.error:0.748935;Database:HMDB.metabolite.data{}Compound.name:3-Ethyl-1,2-cyclopentanedione;CAS.ID:NA;HMDB.ID:HMDB0031222;KEGG.ID:NA;Lab.ID:HMDB0031222;Adduct:(M+H-2H2O)+;mz.error:0.748935;Database:HMDB.metabolite.data",3
M91T136,90.94783247,135.8506927,NA,2,Compound.name:Dimethyl trisulfide;CAS.ID:3658-80-8;HMDB.ID:HMDB0013780;KEGG.ID:C08372;Lab.ID:HMDB0013780;Adduct:(M+H-2H2O)+;mz.error: 3.57448;Database:HMDB.metabolite.data{}Compound.name:Magnesium;CAS.ID:7439-95-4;HMDB.ID:HMDB0000547;KEGG.ID:C00305;Lab.ID:HMDB0000547;Adduct:(M-2H+3Na)+;mz.error:23.72643;Database:HMDB.metabolite.data,3
M91T303,91.02137016,302.8563843,NA,3,Compound.name:1-Mercapto-2-propanone;CAS.ID:24653-75-6;HMDB.ID:HMDB0030025;KEGG.ID:NA;Lab.ID:HMDB0030025;Adduct:(M+H)+;mz.error:0.33664;Database:HMDB.metabolite.data{}Compound.name:S-Methyl thioacetate;CAS.ID:1534-08-3;HMDB.ID:HMDB0031189;KEGG.ID:NA;Lab.ID:HMDB0031189;Adduct:(M+H)+;mz.error:0.33664;Database:HMDB.metabolite.data{}Compound.name:(E)-1-Propene-1-sulfenic acid;CAS.ID:NA;HMDB.ID:HMDB0031636;KEGG.ID:NA;Lab.ID:HMDB0031636;Adduct:(M+H)+;mz.error:0.33664;Database:HMDB.metabolite.data,3
M91T843,91.05669472,842.7192383,NA,3,Compound.name:2-Methyl-1-propanethiol;CAS.ID:513-44-0;HMDB.ID:HMDB0031245;KEGG.ID:NA;Lab.ID:HMDB0031245;Adduct:(M+H)+;mz.error:2.315725;Database:HMDB.metabolite.data{}Compound.name:1-Butanethiol;CAS.ID:109-79-5;HMDB.ID:HMDB0031322;KEGG.ID:NA;Lab.ID:HMDB0031322;Adduct:(M+H)+;mz.error:2.315725;Database:HMDB.metabolite.data{}Compound.name:Diethyl sulfide;CAS.ID:352-93-2;HMDB.ID:HMDB0031666;KEGG.ID:C02272;Lab.ID:HMDB0031666;Adduct:(M+H)+;mz.error:2.315725;Database:HMDB.metabolite.data,3
M91T623,91.05428649,622.8547363,NA,3,Compound.name:p-Cresol;CAS.ID:106-44-5;HMDB.ID:HMDB0001858;KEGG.ID:C01468;Lab.ID:HMDB0001858;Adduct:(M+H-H2O)+;mz.error:0.17903;Database:HMDB.metabolite.data{}Compound.name:m-Cresol;CAS.ID:108-39-4;HMDB.ID:HMDB0002048;KEGG.ID:C01467;Lab.ID:HMDB0002048;Adduct:(M+H-H2O)+;mz.error:0.17903;Database:HMDB.metabolite.data{}Compound.name:o-Cresol;CAS.ID:95-48-7;HMDB.ID:HMDB0002055;KEGG.ID:C01542;Lab.ID:HMDB0002055;Adduct:(M+H-H2O)+;mz.error:0.17903;Database:HMDB.metabolite.data,3
M92T413,92.05726232,412.6333313,NA,3,Compound.name:2-Propene-1-thiol;CAS.ID:870-23-5;HMDB.ID:HMDB0031635;KEGG.ID:NA;Lab.ID:HMDB0031635;Adduct:(M+NH4)+;mz.error:10.85359;Database:HMDB.metabolite.data{}Compound.name:1-Propene-1-thiol;CAS.ID:16696-81-4;HMDB.ID:HMDB0040345;KEGG.ID:NA;Lab.ID:HMDB0040345;Adduct:(M+NH4)+;mz.error:10.85359;Database:HMDB.metabolite.data{}Compound.name:4-Aminophenol;CAS.ID:123-30-8;HMDB.ID:HMDB0001169;KEGG.ID:C02372;Lab.ID:HMDB0001169;Adduct:(M+H-H2O)+;mz.error:19.49617;Database:HMDB.metabolite.data,3
M92T266,92.04944369,266.4084167,NA,3,"Compound.name:1-Piperideine-2-carboxylic acid;CAS.ID:2756-89-0;HMDB.ID:HMDB0001084;KEGG.ID:C04092;Lab.ID:HMDB0001084;Adduct:(M+H-2H2O)+;mz.error:0.0378825;Database:HMDB.metabolite.data{}Compound.name:(S)-2,3,4,5-Tetrahydropiperidine-2-carboxylate;CAS.ID:NA;HMDB.ID:HMDB0012130;KEGG.ID:NA;Lab.ID:HMDB0012130;Adduct:(M+H-2H2O)+;mz.error:0.0378825;Database:HMDB.metabolite.data{}Compound.name:(?)-4-Methylene-2-pyrrolidinecarboxylic acid;CAS.ID:2370-38-9;HMDB.ID:HMDB0029434;KEGG.ID:NA;Lab.ID:HMDB0029434;Adduct:(M+H-2H2O)+;mz.error:0.0378825;Database:HMDB.metabolite.data",3
M92T513,92.05762299,513.222229,NA,3,Compound.name:2-Propene-1-thiol;CAS.ID:870-23-5;HMDB.ID:HMDB0031635;KEGG.ID:NA;Lab.ID:HMDB0031635;Adduct:(M+NH4)+;mz.error:11.75527;Database:HMDB.metabolite.data{}Compound.name:1-Propene-1-thiol;CAS.ID:16696-81-4;HMDB.ID:HMDB0040345;KEGG.ID:NA;Lab.ID:HMDB0040345;Adduct:(M+NH4)+;mz.error:11.75527;Database:HMDB.metabolite.data{}Compound.name:4-Aminophenol;CAS.ID:123-30-8;HMDB.ID:HMDB0001169;KEGG.ID:C02372;Lab.ID:HMDB0001169;Adduct:(M+H-H2O)+;mz.error:20.39785;Database:HMDB.metabolite.data,3
M92T610,92.05762417,610.0379028,NA,3,Compound.name:2-Propene-1-thiol;CAS.ID:870-23-5;HMDB.ID:HMDB0031635;KEGG.ID:NA;Lab.ID:HMDB0031635;Adduct:(M+NH4)+;mz.error:11.75822;Database:HMDB.metabolite.data{}Compound.name:1-Propene-1-thiol;CAS.ID:16696-81-4;HMDB.ID:HMDB0040345;KEGG.ID:NA;Lab.ID:HMDB0040345;Adduct:(M+NH4)+;mz.error:11.75822;Database:HMDB.metabolite.data{}Compound.name:4-Aminophenol;CAS.ID:123-30-8;HMDB.ID:HMDB0001169;KEGG.ID:C02372;Lab.ID:HMDB0001169;Adduct:(M+H-H2O)+;mz.error:20.40080;Database:HMDB.metabolite.data,3
M92T136,92.01649345,135.5635223,NA,3,Compound.name:Hypotaurine;CAS.ID:300-84-5;HMDB.ID:HMDB0000965;KEGG.ID:C00519;Lab.ID:HMDB0000965;Adduct:(M+H-H2O)+;mz.error: 0.1107175;Database:HMDB.metabolite.data{}Compound.name:Hydroxyminaline;CAS.ID:NA;HMDB.ID:HMDB0034368;KEGG.ID:NA;Lab.ID:HMDB0034368;Adduct:(M+H-2H2O)+;mz.error: 8.6260475;Database:HMDB.metabolite.data{}Compound.name:Nitrogen;CAS.ID:7727-37-9;HMDB.ID:HMDB0001371;KEGG.ID:C00697;Lab.ID:HMDB0001371;Adduct:(M+CH3CN+Na)+;mz.error:13.6364000;Database:HMDB.metabolite.data,3
M92T843,92.0576078,842.7783203,NA,3,Compound.name:2-Propene-1-thiol;CAS.ID:870-23-5;HMDB.ID:HMDB0031635;KEGG.ID:NA;Lab.ID:HMDB0031635;Adduct:(M+NH4)+;mz.error:11.71729;Database:HMDB.metabolite.data{}Compound.name:1-Propene-1-thiol;CAS.ID:16696-81-4;HMDB.ID:HMDB0040345;KEGG.ID:NA;Lab.ID:HMDB0040345;Adduct:(M+NH4)+;mz.error:11.71729;Database:HMDB.metabolite.data{}Compound.name:4-Aminophenol;CAS.ID:123-30-8;HMDB.ID:HMDB0001169;KEGG.ID:C02372;Lab.ID:HMDB0001169;Adduct:(M+H-H2O)+;mz.error:20.35987;Database:HMDB.metabolite.data,3
M93T653,92.98285959,652.7855835,NA,3,Compound.name:S-Methyl methanesulfinothioate;CAS.ID:13882-12-7;HMDB.ID:HMDB0032739;KEGG.ID:NA;Lab.ID:HMDB0032739;Adduct:(M+H-H2O)+;mz.error:0.38349;Database:HMDB.metabolite.data{}Compound.name:Cyanide;CAS.ID:57-12-5;HMDB.ID:HMDB0002084;KEGG.ID:C00177;Lab.ID:HMDB0002084;Adduct:(2M+K)+;mz.error:5.34621;Database:HMDB.metabolite.data{}Compound.name:Hydrogen cyanide;CAS.ID:NA;HMDB.ID:HMDB0060292;KEGG.ID:C01326;Lab.ID:HMDB0060292;Adduct:(2M+K)+;mz.error:5.34621;Database:HMDB.metabolite.data,3
M93T512,93.06993918,512.3887329,NA,3,"Compound.name:Toluene;CAS.ID:108-88-3;HMDB.ID:HMDB0034168;KEGG.ID:C01455;Lab.ID:HMDB0034168;Adduct:(M+H)+;mz.error:0.097310;Database:HMDB.metabolite.data{}Compound.name:2,3,5-Trimethylfuran;CAS.ID:10504-04-8;HMDB.ID:HMDB0029721;KEGG.ID:NA;Lab.ID:HMDB0029721;Adduct:(M+H-H2O)+;mz.error:0.185595;Database:HMDB.metabolite.data{}Compound.name:2-Ethyl-5-methylfuran;CAS.ID:1703-52-2;HMDB.ID:HMDB0029728;KEGG.ID:NA;Lab.ID:HMDB0029728;Adduct:(M+H-H2O)+;mz.error:0.185595;Database:HMDB.metabolite.data",3
M93T296,93.05751527,295.6141052,NA,3,Compound.name:Ethanol;CAS.ID:64-17-5;HMDB.ID:HMDB0000108;KEGG.ID:C00469;Lab.ID:HMDB0000108;Adduct:(M+HCOO+2H)+;mz.error: 7.12614;Database:HMDB.metabolite.data{}Compound.name:Glycerol;CAS.ID:56-81-5;HMDB.ID:HMDB0000131;KEGG.ID:C00116;Lab.ID:HMDB0000131;Adduct:(M+H)+;mz.error: 7.17787;Database:HMDB.metabolite.data{}Compound.name:Glycine;CAS.ID:56-40-6;HMDB.ID:HMDB0000123;KEGG.ID:C00037;Lab.ID:HMDB0000123;Adduct:(M+NH4)+;mz.error:21.03285;Database:HMDB.metabolite.data,3
M93T112,93.04481065,112.4928589,NA,3,Compound.name:Imidazole-4-acetaldehyde;CAS.ID:645-14-7;HMDB.ID:HMDB0003905;KEGG.ID:C05130;Lab.ID:HMDB0003905;Adduct:(M+H-H2O)+;mz.error:0.244565;Database:HMDB.metabolite.data{}Compound.name:Methoxypyrazine;CAS.ID:3149-28-8;HMDB.ID:HMDB0033156;KEGG.ID:NA;Lab.ID:HMDB0033156;Adduct:(M+H-H2O)+;mz.error:0.244565;Database:HMDB.metabolite.data{}Compound.name:3-Hydroxy-4-aminopyridine;CAS.ID:52334-53-9;HMDB.ID:HMDB0060741;KEGG.ID:NA;Lab.ID:HMDB0060741;Adduct:(M+H-H2O)+;mz.error:0.244565;Database:HMDB.metabolite.data,3
M93T399,93.03364011,398.9963074,NA,3,"Compound.name:Pyrocatechol;CAS.ID:120-80-9;HMDB.ID:HMDB0000957;KEGG.ID:C15571;Lab.ID:HMDB0000957;Adduct:(M+H-H2O)+;mz.error:0.401685;Database:HMDB.metabolite.data{}Compound.name:Hydroquinone;CAS.ID:123-31-9;HMDB.ID:HMDB0002434;KEGG.ID:C00530;Lab.ID:HMDB0002434;Adduct:(M+H-H2O)+;mz.error:0.401685;Database:HMDB.metabolite.data{}Compound.name:(E,E)-2,4-Hexadienedial;CAS.ID:18409-46-6;HMDB.ID:HMDB0031180;KEGG.ID:NA;Lab.ID:HMDB0031180;Adduct:(M+H-H2O)+;mz.error:0.401685;Database:HMDB.metabolite.data",3
M93T604,93.06989832,603.6647949,NA,3,"Compound.name:Toluene;CAS.ID:108-88-3;HMDB.ID:HMDB0034168;KEGG.ID:C01455;Lab.ID:HMDB0034168;Adduct:(M+H)+;mz.error:0.004840;Database:HMDB.metabolite.data{}Compound.name:2,3,5-Trimethylfuran;CAS.ID:10504-04-8;HMDB.ID:HMDB0029721;KEGG.ID:NA;Lab.ID:HMDB0029721;Adduct:(M+H-H2O)+;mz.error:0.083445;Database:HMDB.metabolite.data{}Compound.name:2-Ethyl-5-methylfuran;CAS.ID:1703-52-2;HMDB.ID:HMDB0029728;KEGG.ID:NA;Lab.ID:HMDB0029728;Adduct:(M+H-H2O)+;mz.error:0.083445;Database:HMDB.metabolite.data",3
M93T676,93.06969069,676.4815063,NA,3,"Compound.name:Pantolactone;CAS.ID:599-04-2;HMDB.ID:HMDB0059876;KEGG.ID:NA;Lab.ID:HMDB0059876;Adduct:(M+H-2H2O)+;mz.error:0.347340;Database:HMDB.metabolite.data{}Compound.name:1,3-Diacetylpropane;CAS.ID:NA;HMDB.ID:HMDB0029165;KEGG.ID:NA;Lab.ID:HMDB0029165;Adduct:(M+H-2H2O)+;mz.error:0.347345;Database:HMDB.metabolite.data{}Compound.name:Isopentenyl acetate;CAS.ID:1191-16-8;HMDB.ID:HMDB0029314;KEGG.ID:NA;Lab.ID:HMDB0029314;Adduct:(M+H-2H2O)+;mz.error:0.347345;Database:HMDB.metabolite.data",3
M93T795,93.06960511,794.5291748,NA,3,"Compound.name:Pantolactone;CAS.ID:599-04-2;HMDB.ID:HMDB0059876;KEGG.ID:NA;Lab.ID:HMDB0059876;Adduct:(M+H-2H2O)+;mz.error:0.561290;Database:HMDB.metabolite.data{}Compound.name:1,3-Diacetylpropane;CAS.ID:NA;HMDB.ID:HMDB0029165;KEGG.ID:NA;Lab.ID:HMDB0029165;Adduct:(M+H-2H2O)+;mz.error:0.561295;Database:HMDB.metabolite.data{}Compound.name:Isopentenyl acetate;CAS.ID:1191-16-8;HMDB.ID:HMDB0029314;KEGG.ID:NA;Lab.ID:HMDB0029314;Adduct:(M+H-2H2O)+;mz.error:0.561295;Database:HMDB.metabolite.data",3
M93T349,93.05292462,348.9282837,NA,3,Compound.name:Glycerol;CAS.ID:56-81-5;HMDB.ID:HMDB0000131;KEGG.ID:C00116;Lab.ID:HMDB0000131;Adduct:(M+H)+;mz.error: 4.298755;Database:HMDB.metabolite.data{}Compound.name:Ethanol;CAS.ID:64-17-5;HMDB.ID:HMDB0000108;KEGG.ID:C00469;Lab.ID:HMDB0000108;Adduct:(M+HCOO+2H)+;mz.error: 4.350485;Database:HMDB.metabolite.data{}Compound.name:Naphthalene;CAS.ID:91-20-3;HMDB.ID:HMDB0029751;KEGG.ID:C00829;Lab.ID:HMDB0029751;Adduct:(M+H-2H2O)+;mz.error:10.560910;Database:HMDB.metabolite.data,3
M94T400,94.04141779,399.6881104,NA,3,Compound.name:Cytosine;CAS.ID:71-30-7;HMDB.ID:HMDB0000630;KEGG.ID:C00380;Lab.ID:HMDB0000630;Adduct:(M+H-H2O)+;mz.error:3.639982;Database:HMDB.metabolite.data{}Compound.name:Thiourea;CAS.ID:62-56-6;HMDB.ID:HMDB0034155;KEGG.ID:C14415;Lab.ID:HMDB0034155;Adduct:(M+NH4)+;mz.error:5.002595;Database:HMDB.metabolite.data{}Compound.name:3-Methylene-indolenine;CAS.ID:40642-83-9;HMDB.ID:HMDB0011664;KEGG.ID:NA;Lab.ID:HMDB0011664;Adduct:(M+H-2H2O)+;mz.error:6.328597;Database:HMDB.metabolite.data,3
M94T796,94.04141967,796.4045715,NA,3,Compound.name:Cytosine;CAS.ID:71-30-7;HMDB.ID:HMDB0000630;KEGG.ID:C00380;Lab.ID:HMDB0000630;Adduct:(M+H-H2O)+;mz.error:3.644682;Database:HMDB.metabolite.data{}Compound.name:Thiourea;CAS.ID:62-56-6;HMDB.ID:HMDB0034155;KEGG.ID:C14415;Lab.ID:HMDB0034155;Adduct:(M+NH4)+;mz.error:4.997895;Database:HMDB.metabolite.data{}Compound.name:3-Methylene-indolenine;CAS.ID:40642-83-9;HMDB.ID:HMDB0011664;KEGG.ID:NA;Lab.ID:HMDB0011664;Adduct:(M+H-2H2O)+;mz.error:6.323897;Database:HMDB.metabolite.data,3
M94T695,94.04139983,694.7220764,NA,3,Compound.name:Cytosine;CAS.ID:71-30-7;HMDB.ID:HMDB0000630;KEGG.ID:C00380;Lab.ID:HMDB0000630;Adduct:(M+H-H2O)+;mz.error:3.595082;Database:HMDB.metabolite.data{}Compound.name:Thiourea;CAS.ID:62-56-6;HMDB.ID:HMDB0034155;KEGG.ID:C14415;Lab.ID:HMDB0034155;Adduct:(M+NH4)+;mz.error:5.047495;Database:HMDB.metabolite.data{}Compound.name:3-Methylene-indolenine;CAS.ID:40642-83-9;HMDB.ID:HMDB0011664;KEGG.ID:NA;Lab.ID:HMDB0011664;Adduct:(M+H-2H2O)+;mz.error:6.373497;Database:HMDB.metabolite.data,3
M94T985,94.04146924,985.1240845,NA,3,Compound.name:Cytosine;CAS.ID:71-30-7;HMDB.ID:HMDB0000630;KEGG.ID:C00380;Lab.ID:HMDB0000630;Adduct:(M+H-H2O)+;mz.error:3.768607;Database:HMDB.metabolite.data{}Compound.name:Thiourea;CAS.ID:62-56-6;HMDB.ID:HMDB0034155;KEGG.ID:C14415;Lab.ID:HMDB0034155;Adduct:(M+NH4)+;mz.error:4.873970;Database:HMDB.metabolite.data{}Compound.name:3-Methylene-indolenine;CAS.ID:40642-83-9;HMDB.ID:HMDB0011664;KEGG.ID:NA;Lab.ID:HMDB0011664;Adduct:(M+H-2H2O)+;mz.error:6.199972;Database:HMDB.metabolite.data,3
M94T603,94.04141052,603.0579224,NA,3,Compound.name:Cytosine;CAS.ID:71-30-7;HMDB.ID:HMDB0000630;KEGG.ID:C00380;Lab.ID:HMDB0000630;Adduct:(M+H-H2O)+;mz.error:3.621807;Database:HMDB.metabolite.data{}Compound.name:Thiourea;CAS.ID:62-56-6;HMDB.ID:HMDB0034155;KEGG.ID:C14415;Lab.ID:HMDB0034155;Adduct:(M+NH4)+;mz.error:5.020770;Database:HMDB.metabolite.data{}Compound.name:3-Methylene-indolenine;CAS.ID:40642-83-9;HMDB.ID:HMDB0011664;KEGG.ID:NA;Lab.ID:HMDB0011664;Adduct:(M+H-2H2O)+;mz.error:6.346772;Database:HMDB.metabolite.data,3
