name,mz,rt,MS2.spectrum.name,Candidate.number,Level,Compound.name,CAS.ID,HMDB.ID,KEGG.ID,Lab.ID,Adduct,mz.error,mz.match.score,RT.error,RT.match.score,CE,SS,Total.score,Database
M197T1138,197.0400993,1137.874756,NA,3,3,Ribitol,488-81-3,HMDB0000508,C00474,HMDB0000508,(M-H+2Na)+,0.814515,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M197T211,197.056061,210.8418579,NA,3,3,4-Nitrocatechol,9/4/3316,HMDB0002916,C02235,HMDB0002916,(M+CH3CN+H)+,1.008367,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M197T718,197.1537274,718.0191345,NA,3,3,Cystophorene,16356-11-9,HMDB0030944,NA,HMDB0030944,(M+HCOO+2H)+,0.19206,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M197T816,197.1537062,815.850708,NA,3,3,Cystophorene,16356-11-9,HMDB0030944,NA,HMDB0030944,(M+HCOO+2H)+,0.13906,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M198T148,197.9847372,147.7436829,NA,3,3,3-Sulfinoalanine,1115-65-7,HMDB0000996,C00606,HMDB0000996,(M-H+2Na)+,9.646983,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M198T526,198.0841795,526.0507813,NA,3,3,L-Canaline,496-93-5,HMDB0012251,C08270,HMDB0012251,(M+CH3CN+Na)+,1.90674,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M198T658,198.0964817,658.3275146,NA,3,3,D-Tagatose,20197-42-6,HMDB0003418,C00795,HMDB0003418,(M+NH4)+,2.016015,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M198T779,198.0994174,778.7528992,NA,3,3,Adrenochrome o-semiquinone,NA,HMDB0012883,NA,HMDB0012883,(M+NH4)+,1.376977,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M198T325,198.0705134,324.6832886,NA,3,3,(?)-2-Pentylthiazolidine,NA,HMDB0040057,NA,HMDB0040057,(M+K)+,2.142097,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M198T142,198.0744267,142.4632645,NA,3,3,Dihydropteridine,NA,HMDB0001441,C05649,HMDB0001441,(M+CH3CN+Na)+,1.54878,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M198T708,198.1853965,708.1701355,NA,3,3,Homodihydrojasmone,4868-24-0,HMDB0031181,NA,HMDB0031181,(M+NH4)+,0.203095,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M198T805,198.185322,804.7792358,NA,3,3,Homodihydrojasmone,4868-24-0,HMDB0031181,NA,HMDB0031181,(M+NH4)+,0.016845,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M198T621,198.1490789,620.6637573,NA,3,3,"2,2,7,7-Tetramethyl-1,6-dioxaspiro[4.4]nona-3,8-diene",15129-55-2,HMDB0030007,NA,HMDB0030007,(M+NH4)+,0.37286,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M198T537,198.132015,536.9350281,NA,3,3,5-Ethyl-4-methyl-2-pentylthiazole,96693-87-7,HMDB0040090,NA,HMDB0040090,(M+H)+,2.236743,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M199T752,199.021444,752.406311,NA,3,3,Ascorbic acid,50-81-7,HMDB0000044,C01041,HMDB0000044,(M+Na)+,0.14003,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M199T969,199.0468831,968.6067505,NA,3,3,"p-Mentha-1,3,5,8-tetraene",1195-32-0,HMDB0029641,NA,HMDB0029641,(M-2H+3Na)+,0.79321,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M199T898,199.1482563,897.5687256,NA,3,3,"7-Isopropyl-1,4-dimethylazulene",489-84-9,HMDB0036648,C09675,HMDB0036648,(M+H)+,0.26431,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M199T683,199.1481479,683.0579834,NA,3,3,"7-Isopropyl-1,4-dimethylazulene",489-84-9,HMDB0036648,C09675,HMDB0036648,(M+H)+,0.00669,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M200T118,200.06691,118.30336,NA,3,3,(S)-Isowillardiine,21381-33-9,HMDB0030376,C08289,HMDB0030376,(M+H)+,0.7605225,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M200T185,200.0861686,185.3649597,NA,3,3,1-Aminopyrene,1606-67-3,HMDB0041793,NA,HMDB0041793,(M+H-H2O)+,0.7981075,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M200T614,200.0788414,614.4658203,NA,3,3,N-Methylnicotinamide,114-33-0,HMDB0003152,NA,HMDB0003152,(M+CH3CN+Na)+,1.55372,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M200T309,200.0918726,308.8770447,NA,3,3,Homovanillic acid,306-08-1,HMDB0000118,C05582,HMDB0000118,(M+NH4)+,0.15948,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M200T392,200.0918775,392.1260529,NA,3,3,Homovanillic acid,306-08-1,HMDB0000118,C05582,HMDB0000118,(M+NH4)+,0.17173,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M200T447,200.1282517,447.4321899,NA,3,3,Amyl 2-furoate,4996-48-9,HMDB0029456,NA,HMDB0029456,(M+NH4)+,0.143465,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M200T519,200.1106156,519.3461914,NA,3,3,Cevimeline,107233-08-9,HMDB0014331,NA,HMDB0014331,(M+H)+,0.5768475,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M200T968,200.1724597,968.0641479,NA,3,3,Deoxyhypusine,82543-85-9,HMDB0011150,NA,HMDB0011150,(M+H-H2O)+,8.168238,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M200T896,200.1726912,895.7423096,NA,3,3,Deoxyhypusine,82543-85-9,HMDB0011150,NA,HMDB0011150,(M+H-H2O)+,7.589487,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M200T761,200.1728098,761.1542358,NA,3,3,Deoxyhypusine,82543-85-9,HMDB0011150,NA,HMDB0011150,(M+H-H2O)+,7.292987,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M200T109,200.1393515,108.5835915,NA,3,3,Gamma-glutamyl-L-putrescine,NA,HMDB0012230,C15699,HMDB0012230,(M+H-H2O)+,0.0250275,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M201T145,201.0595791,144.7207031,NA,3,3,1-(2-Thienyl)-1-butanone,5333-83-5,HMDB0032935,NA,HMDB0032935,(M+HCOO+2H)+,3.85867,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M201T290,201.0612497,289.7789612,NA,3,3,1-Methyl-2-propylbenzene,1074-17-5,HMDB0032627,NA,HMDB0032627,(M-2H+3Na)+,4.00187,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M201T492,201.1024842,492.3083344,NA,3,3,Harmalol,525-57-5,HMDB0029838,C06537,HMDB0029838,(M+H)+,0.55296,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M201T620,201.0945308,619.8299561,NA,3,3,2-Pentylthiophene,4861-58-9,HMDB0040240,NA,HMDB0040240,(M+HCOO+2H)+,0.274155,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M201T999,200.978786,998.8500977,NA,3,3,Methyl phenyl disulfide,14173-25-2,HMDB0040939,NA,HMDB0040939,(M-H+2Na)+,1.86091,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M201T764,201.0546858,763.5037842,NA,3,3,"1-Phenyl-2,4-pentadiyn-1-one",29743-36-0,HMDB0032945,NA,HMDB0032945,(M+HCOO+2H)+,0.052465,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M201T361,201.0757438,361.0817261,NA,3,3,Triacetin,102-76-1,HMDB0029592,NA,HMDB0029592,(M+H-H2O)+,0.01405,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M201T619,201.1486392,619.3077393,NA,3,3,Eucalyptol,470-82-6,HMDB0004472,C09844,HMDB0004472,(M+HCOO+2H)+,0.185,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M201T781,201.1753075,780.9768066,NA,3,3,2-Hexenoylcholine,NA,HMDB0013162,NA,HMDB0013162,(M+H)+,7.383868,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M201T859,201.1762448,859.0694275,NA,3,3,2-Hexenoylcholine,NA,HMDB0013162,NA,HMDB0013162,(M+H)+,9.727118,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M201T112,201.1598394,112.0607758,NA,3,3,Methyprylon,125-64-4,HMDB0015239,NA,HMDB0015239,(M+NH4)+,0.0265175,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M202T91,201.9561883,91.31356049,NA,3,3,Acesulfame,33665-90-6,HMDB0033585,NA,HMDB0033585,(M+K)+,2.350107,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M202T391,202.0533066,390.7245789,NA,3,3,Polystyrene sulfonate,28210-41-5,HMDB0015435,NA,HMDB0015435,(M+NH4)+,0.02173,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M202T493,202.0979993,493.2382965,NA,3,3,Mephentermine,100-92-5,HMDB0015452,C07889,HMDB0015452,(M+K)+,3.250622,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M202T608,202.115273,607.753479,NA,3,3,D-Alanyl-D-alanine,923-16-0,HMDB0003459,C00993,HMDB0003459,(M+CH3CN+H)+,8.29815,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M202T760,202.0578307,760.1466675,NA,3,3,(R)-Amphetamine,156-34-3,HMDB0012128,C07514,HMDB0012128,(M-2H+3Na)+,0.6718025,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M202T148,202.09052,147.6512375,NA,3,3,(+/-)-3-[(2-methyl-3-furyl)thio]-2-butanone,61295-44-1,HMDB0032401,NA,HMDB0032401,(M+NH4)+,2.049205,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M202T267,202.0710138,266.7389526,NA,3,3,Oxoadipic acid,3184-35-8,HMDB0000225,C00322,HMDB0000225,(M+CH3CN+H)+,0.101085,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M202T679,202.1670473,678.7843323,NA,3,3,Propionylcholine,NA,HMDB0013305,NA,HMDB0013305,(M+CH3CN+H)+,1.266313,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M202T616,202.1438986,615.690979,NA,3,3,(1'R)-Nepetalic acid,21651-54-7,HMDB0036117,NA,HMDB0036117,(M+NH4)+,0.135555,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M202T523,202.1519565,523.2966309,NA,3,3,N(6)-Methyllysine,1188-07-4,HMDB0002038,C02728,HMDB0002038,(M+CH3CN+H)+,7.553165,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M202T399,202.1438599,398.8861389,NA,3,3,(1'R)-Nepetalic acid,21651-54-7,HMDB0036117,NA,HMDB0036117,(M+NH4)+,0.038805,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M203T109,203.0528747,109.0750542,NA,3,3,D-Glucose,50-99-7,HMDB0000122,C00031,HMDB0000122,(M+Na)+,0.46646,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M203T483,203.0912226,482.5820923,NA,3,3,"(x)-1,2-Propanediol 1-O-b-D-glucopyranoside",NA,HMDB0033065,NA,HMDB0033065,(M+H-2H2O)+,0.325825,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M203T580,203.0915031,580.4924316,NA,3,3,"8-Hydroxy-5,6-octadienoic acid",NA,HMDB0031101,NA,HMDB0031101,(M+HCOO+2H)+,0.147125,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M203T818,203.1066113,817.6131897,NA,3,3,"2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione",NA,HMDB0033191,NA,HMDB0033191,(M+H-2H2O)+,0.00559,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M203T727,203.1066579,727.1028442,NA,3,3,1-(5-Acetyl-2-hydroxyphenyl)-3-methyl-1-butanone,62458-64-4,HMDB0032589,NA,HMDB0032589,(M+H-H2O)+,0.033805,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M203T345,203.0744981,345.3960876,NA,3,3,(aminomethyl)carbamic acid,NA,HMDB0143050,NA,HMDB0143050,(2M+Na)+,1.641955,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M203T668,203.1793758,667.5075989,NA,3,3,Geranyl 3-methylbutanoate,109-20-6,HMDB0029350,NA,HMDB0029350,(M+H-2H2O)+,0.01069,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M203T795,203.1794916,794.6531372,NA,3,3,alpha-Curcumene,NA,HMDB0059878,NA,HMDB0059878,(M+H)+,0.10223,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M204T223,204.0656755,222.6133575,NA,3,3,Angelicin,523-50-2,HMDB0033930,C09060,HMDB0033930,(M+NH4)+,0.2036175,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M204T121,204.0655142,121.3066139,NA,3,3,Methyl 5-hydroxyoxindole-3-acetate,NA,HMDB0038990,NA,HMDB0038990,(M+H-H2O)+,0.0158875,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M204T305,204.0689035,304.9999084,NA,3,3,N-lactoyl-Methionine,NA,HMDB0062182,NA,HMDB0062182,(M+H-H2O)+,0.0608975,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M204T818,204.1099925,817.8647156,NA,3,3,Norcotinine,17114-40-8,HMDB0001297,NA,HMDB0001297,(M+CH3CN+H)+,7.80113,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M204T384,204.069281,383.619751,NA,3,3,N-lactoyl-Methionine,NA,HMDB0062182,NA,HMDB0062182,(M+H-H2O)+,1.004647,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M204T480,204.1230139,479.8804626,NA,3,3,2-(1-Ethoxyethoxy)propanoic acid,NA,HMDB0059918,NA,HMDB0059918,(M+CH3CN+H)+,0.01241,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M204T110,204.1476123,110.3638,NA,3,3,(S)-carnitinium,NA,HMDB0062634,NA,HMDB0062634,(M+CH3CN+H)+,1.984793,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M204T668,204.1494603,667.6806641,NA,3,3,Nicotine,54-11-5,HMDB0001934,C00745,HMDB0001934,(M+CH3CN+H)+,0.095395,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M204T795,204.1421023,794.6588135,NA,3,3,cis- and trans-L-Mercapto-p-menthan-3-one,29725-66-4,HMDB0032205,NA,HMDB0032205,(M+NH4)+,0.91603,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M204T585,204.1312283,585.333,NA,3,3,5-Hydroxylysine,1190-94-9,HMDB0000450,C16741,HMDB0000450,(M+CH3CN+H)+,7.53506,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T329,205.0608702,328.5395203,NA,3,3,"(?)-2-(1-Methylpropyl)-4,6-dinitrophenol",88-85-7,HMDB0032559,C14302,HMDB0032559,(M+H-2H2O)+,0.37174,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T209,205.0530599,209.2017059,NA,3,3,"S-(4,5-Dihydro-2-methyl-3-furanyl) ethanethioate",26486-14-6,HMDB0037786,NA,HMDB0037786,(M+HCOO+2H)+,0.274115,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T442,205.0723478,442.3522644,NA,3,3,Anatabine,581-49-7,HMDB0004476,C10126,HMDB0004476,(M-H+2Na)+,2.498515,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T569,205.105779,568.9105225,NA,3,3,L-Histidinol,4836-52-6,HMDB0003431,C00860,HMDB0003431,(M+CH3CN+Na)+,0.5824725,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T642,205.1222656,641.694458,NA,3,3,1-hydroxy-1-(4-methoxyphenyl)-4-methylpentan-3-one,NA,HMDB0132941,NA,HMDB0132941,(M+H-H2O)+,0.0721,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T1017,204.9996349,1017.047516,NA,3,3,Carbamoyl phosphate,590-55-6,HMDB0001096,C00169,HMDB0001096,(M+CH3CN+Na)+,2.815363,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T711,205.0900865,710.9522705,NA,3,3,S-Isopropyl 3-methylbut-2-enethioate,34365-79-2,HMDB0032354,NA,HMDB0032354,(M+HCOO+2H)+,1.87685,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T110,205.0900375,109.7873535,NA,3,3,S-Isopropyl 3-methylbut-2-enethioate,34365-79-2,HMDB0032354,NA,HMDB0032354,(M+HCOO+2H)+,1.75435,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T653,205.1435904,653.281189,NA,3,3,Oenanthic ether,106-30-9,HMDB0000798,NA,HMDB0000798,(M+HCOO+2H)+,0.27645,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T529,205.1434368,528.6684875,NA,3,3,"(2xi,6xi)-7-Methyl-3-methylene-1,2,6,7-octanetetrol",217449-59-7,HMDB0033217,NA,HMDB0033217,(M+H)+,0.05582,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T756,205.1589572,755.5084839,NA,3,3,2-benzylheptanal,NA,HMDB0133154,NA,HMDB0133154,(M+H)+,0.60484,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T387,205.1627544,386.5706482,NA,3,3,2-benzylheptanal,NA,HMDB0133154,NA,HMDB0133154,(M+H)+,10.09784,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T334,205.1912431,333.973999,NA,3,3,Ethambutol,74-55-5,HMDB0014474,C06984,HMDB0014474,(M+H)+,0.412695,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M205T448,205.158786,447.6443024,NA,3,3,2-benzylheptanal,NA,HMDB0133154,NA,HMDB0133154,(M+H)+,0.17684,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M206T131,206.0660276,131.0133209,NA,3,3,cis-2-Methylaconitate,6061-93-4,HMDB0006357,C04225,HMDB0006357,(M+NH4)+,0.09903,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M206T1043,205.987345,1042.891663,NA,3,3,Saccharin,81-07-2,HMDB0029723,C12283,HMDB0029723,(M+Na)+,2.421802,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M206T850,206.0892349,849.8031006,NA,3,3,"5,6,7,8-Tetrahydro-2,4-dimethylquinoline",60169-66-6,HMDB0029708,NA,HMDB0029708,(M-H+2Na)+,6.286462,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M206T699,206.0967198,698.5666504,NA,3,3,"(E)-1,11-Tridecadiene-3,5,7,9-tetrayne",26130-86-9,HMDB0033582,NA,HMDB0033582,(M+CH3CN+H)+,0.79886,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M206T356,206.084672,356.4675903,NA,3,3,N-Propionylmethionine,NA,HMDB0094704,NA,HMDB0094704,(M+H)+,0.2686975,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M206T273,206.1023641,273.378418,NA,3,3,"Tetrahydro-2,5-furan-diacetic acid",NA,HMDB0059767,NA,HMDB0059767,(M+NH4)+,0.023485,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M206T122,206.1378716,121.91642,NA,3,3,Triethylene Glycol Monomethyl Ether,112-35-6,HMDB0062666,NA,HMDB0062666,(M+CH3CN+H)+,1.9685,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M206T542,206.1467282,542.281189,NA,3,3,N-alpha-Acetyl-L-lysine,1946-82-3,HMDB0000446,C12989,HMDB0000446,(M+NH4)+,8.160457,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M206T680,206.1620418,680.1901245,NA,3,3,"3-Hydroxy-N6,N6,N6-trimethyl-L-lysine",NA,HMDB0001422,C01259,HMDB0001422,(M+H)+,1.18937,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M206T853,206.1903524,852.6387329,NA,3,3,"(E,E)-2,4-Decadienoic isobutylamide",18836-52-7,HMDB0030951,NA,HMDB0030951,(M+H-H2O)+,0.0949325,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M207T492,207.1015501,491.5970154,NA,3,3,"2-(4-hydroxy-3-methylbut-2-en-1-yl)-5-methoxybenzene-1,3-diol",NA,HMDB0124917,NA,HMDB0124917,(M+H-H2O)+,0.0222375,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M207T112,207.0692121,112.214119,NA,3,3,Propyl 1-(propylthio)propyl disulfide,126876-27-5,HMDB0033040,NA,HMDB0033040,(M+H-H2O)+,0.501525,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M207T214,207.0540233,214.0319366,NA,3,3,Octanol,111-87-5,HMDB0001183,C00756,HMDB0001183,(M-H+2K)+,2.104745,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M207T602,207.1017002,601.8311157,NA,3,3,3-Methyl-4-phenyl-3-buten-2-one,1901-26-4,HMDB0031567,NA,HMDB0031567,(M+HCOO+2H)+,0.212985,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M207T358,207.0764193,358.170166,NA,3,3,Hydroxykynurenine,484-78-6,HMDB0000732,C02794,HMDB0000732,(M+H-H2O)+,0.031045,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M207T834,207.1742544,833.624939,NA,3,3,3-Oxotetradecanoic acid,NA,HMDB0010730,NA,HMDB0010730,(M+H-2H2O)+,0.100745,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M207T975,207.0712786,975.4006958,NA,3,3,5-Hydroxylysine,1190-94-9,HMDB0000450,C16741,HMDB0000450,(M-H+2Na)+,1.15931,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M207T594,207.1423547,594.2908936,NA,3,3,Homocitrulline,1190-49-4,HMDB0000679,C02427,HMDB0000679,(M+NH4)+,7.216652,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M207T726,207.1743112,726.1220703,NA,3,3,3-Oxotetradecanoic acid,NA,HMDB0010730,NA,HMDB0010730,(M+H-2H2O)+,0.041255,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M207T120,207.1417653,119.8733177,NA,3,3,Homocitrulline,1190-49-4,HMDB0000679,C02427,HMDB0000679,(M+NH4)+,8.690152,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M208T298,207.9912984,298.0285034,NA,3,3,3-Methylindole,83-34-1,HMDB0000466,C08313,HMDB0000466,(M-H+2K)+,3.252233,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M208T135,208.0606722,135.2994385,NA,3,3,Coumarin-4-carboxylic acid,27393-46-0,HMDB0032944,NA,HMDB0032944,(M+NH4)+,0.4088,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M208T592,208.104926,592.3511963,NA,3,3,Isometheptene,503-01-5,HMDB0015651,NA,HMDB0015651,(M-2H+3Na)+,0.3090325,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M208T364,208.079849,363.8226318,NA,3,3,"N,N'-dinitrosopiperazine",140-79-4,HMDB0041941,NA,HMDB0041941,(M+CH3CN+Na)+,1.6913,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M208T249,208.0816051,249.1309433,NA,3,3,hydroxybutyrylglycine,NA,HMDB0094716,NA,HMDB0094716,(M+HCOO+2H)+,0.006845,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M208T591,208.1623626,591.1697388,NA,3,3,Diisobutylcarbinol,108-82-7,HMDB0031153,NA,HMDB0031153,(M+CH3CN+Na)+,12.13166,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M208T121,208.145319,120.5283203,NA,3,3,5-Methoxytryptamine,608-07-1,HMDB0004095,C05659,HMDB0004095,(M+NH4)+,2.0148,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M208T755,208.177691,755.0878906,NA,3,3,"2,5-Dimethyl-1H-pyrrole",625-84-3,HMDB0032973,NA,HMDB0032973,(2M+NH4)+,8.018965,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M209T97,208.9954214,97.4081955,NA,3,3,2-Hydroxy-3-methylpentanoic acid,488-15-3,HMDB0000317,NA,HMDB0000317,(M-H+2K)+,5.807125,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M209T987,209.0601121,987.493042,NA,3,3,Thioguanine,154-42-7,HMDB0014496,C07648,HMDB0014496,(M+CH3CN+H)+,0.6344375,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M209T491,209.1173142,491.3744354,NA,3,3,3-methyl-4-phenylbutan-2-one,NA,HMDB0133676,NA,HMDB0133676,(M+HCOO+2H)+,0.1228225,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M209T383,209.0809586,383.3271637,NA,3,3,"4,5-Dihydro-1-benzoxepin-3(2H)-one",35783-10-9,HMDB0029714,NA,HMDB0029714,(M+HCOO+2H)+,0.19759,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M210T1112,209.982156,1111.616211,NA,3,3,"3-Methylpyrrolo[1,2-a]pyrazine",64608-61-3,HMDB0033172,NA,HMDB0033172,(M-H+2K)+,2.353098,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M210T380,210.0762186,380.0484619,NA,3,3,8-Hydroxy-7-methoxy-2H-1-benzopyran-2-one,19492-03-6,HMDB0030692,NA,HMDB0030692,(M+NH4)+,0.14964,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M210T296,210.0915287,295.5956421,NA,3,3,3-Methyl-9H-carbazole-9-carboxaldehyde,NA,HMDB0032757,NA,HMDB0032757,(M+H)+,0.4118025,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M210T482,210.0817638,481.5631714,NA,3,3,S-(2-carboxypropyl)-Cysteamine,80186-81-8,HMDB0002169,NA,HMDB0002169,(M+HCOO+2H)+,5.661113,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M210T176,210.0685781,176.4727783,NA,3,3,Rasagiline,136236-51-6,HMDB0015454,NA,HMDB0015454,(M+K)+,1.446698,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M210T113,210.0531244,113.3894806,NA,3,3,Indoleacrylic acid,1204-06-4,HMDB0000734,NA,HMDB0000734,(M+Na)+,1.239658,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M210T741,210.120658,740.8747559,NA,3,3,Tripropylamine,102-69-2,HMDB0032545,NA,HMDB0032545,(M-2H+3Na)+,0.1041925,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M210T798,210.1569834,797.9006958,NA,3,3,N1-Acetylspermidine,14278-49-0,HMDB0001276,C00612,HMDB0001276,(M+Na)+,1.947273,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M210T974,210.0364127,974.0409851,NA,3,3,7-Methylguanine,578-76-7,HMDB0000897,C02242,HMDB0000897,(M-H+2Na)+,0.1320725,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M210T446,210.1489011,446.171936,NA,3,3,Mephentermine,100-92-5,HMDB0015452,C07889,HMDB0015452,(M+HCOO+2H)+,0.0038775,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M210T329,210.1348545,329.0598145,NA,3,3,Alanylarginine,16709-12-9,HMDB0028681,NA,HMDB0028681,(M+H-2H2O)+,0.08748,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
