name,mz,rt,MS2.spectrum.name,Candidate.number,Identification,Level
M93T135,93.02623566,135.2778015,mz93.026203814134rt137.422806,1,Compound.name:PHENOL;CAS.ID:NA;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:RPLC_308;Adduct:(M-H)-;mz.error:20.91546;mz.match.score:0.7047125;RT.error:64.59837;RT.match.score:0.7729125;CE:NCE25;SS:0.7150707;Total.score:0.7269416;MS2.spectra.name:mz93.026203814134rt137.422806;Database:msDatabase_rplc0.0.1;Dataset.index:2,1
M477T793,477.2608235,793.0643921,mz477.250651827846rt795.50466,1,Compound.name:1-Methylene-5.alpha.-androstan-3.alpha.-ol-17-one glucuronide;CAS.ID:362511-41-9;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO06768;Adduct:(M-H)-;mz.error:2.622999;mz.match.score:0.994511;RT.error:NA;RT.match.score:NA;CE:35;SS:0.5106658;Total.score:0.6921077;MS2.spectra.name:mz477.250651827846rt795.50466;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M485T431,485.1555768,431.4161682,mz485.158102293135rt441.924024,1,Compound.name:17-beta-Estradiol glucuronide;CAS.ID:1806-98-0;HMDB.ID:HMDB10317;KEGG.ID:NA;Lab.ID:n02464;Adduct:(M+K-2H)-;mz.error:0.4487339;mz.match.score:0.9998389;RT.error:NA;RT.match.score:NA;CE:40;SS:0.4639836;Total.score:0.6649293;MS2.spectra.name:mz485.158102293135rt441.924024;Database:nistDatabase0.0.1;Dataset.index:11,2
M485T575,485.1656965,574.5965576,mz485.166113604129rt557.936628,1,Compound.name:17-beta-Estradiol-3-glucuronide;CAS.ID:15270-30-1;HMDB.ID:HMDB06224;KEGG.ID:NA;Lab.ID:n02463;Adduct:(M+K-2H)-;mz.error:16.06378;mz.match.score:0.8134782;RT.error:NA;RT.match.score:NA;CE:35;SS:0.5424541;Total.score:0.6440881;MS2.spectra.name:mz485.166113604129rt557.936628;Database:nistDatabase0.0.1;Dataset.index:5,2
M505T673,505.2436555,673.3002319,mz505.244140625rt655.46196,1,Compound.name:11.alpha.-Hydroxyprogesterone .beta.-D-glucuronide;CAS.ID:77710-64-6;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO06864;Adduct:(M-H)-;mz.error:0.3154416;mz.match.score:0.9999204;RT.error:NA;RT.match.score:NA;CE:55;SS:0.4261933;Total.score:0.641341;MS2.spectra.name:mz505.244140625rt655.46196;Database:orbitrapDatabase0.0.1;Dataset.index:12,2
M509T759,509.2747884,758.6107788,mz509.276005517452rt742.30176,1,Compound.name:1-Oleoyl-2-hydroxy-sn-glycero-3-phospho-(1'-rac-glycerol);CAS.ID:401810-51-3;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO06894;Adduct:(M-H)-;mz.error:24.53381;mz.match.score:0.6178396;RT.error:NA;RT.match.score:NA;CE:20;SS:0.5285602;Total.score:0.56204;MS2.spectra.name:mz509.276005517452rt742.30176;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M509T667,509.2749669,667.3226929,mz509.276732093083rt695.78748,1,Compound.name:1-Oleoyl-2-hydroxy-sn-glycero-3-phospho-(1'-rac-glycerol);CAS.ID:401810-51-3;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO06894;Adduct:(M-H)-;mz.error:23.1071;mz.match.score:0.6523655;RT.error:NA;RT.match.score:NA;CE:20;SS:0.5306274;Total.score:0.5762792;MS2.spectra.name:mz509.276732093083rt695.78748;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M513T492,513.2248597,492.0265503,mz513.235798260067rt498.746196,1,Compound.name:Telmisartan;CAS.ID:144701-48-4;HMDB.ID:HMDB15101;KEGG.ID:C07710;Lab.ID:shen_4143_HMDB15101;Adduct:(M-H)-;mz.error:12.12315;mz.match.score:0.8890723;RT.error:NA;RT.match.score:NA;CE:Unknown_2;SS:0.4751888;Total.score:0.6303951;MS2.spectra.name:mz513.235798260067rt498.746196;Database:hmdbDatabase0.0.1;Dataset.index:1,2
M514T670,514.2838483,670.2107239,mz514.283556323393rt698.0361,1,Compound.name:Taurocholate;CAS.ID:81-24-3 (345909-26-4);HMDB.ID:HMDB00036;KEGG.ID:NA;Lab.ID:S0243;Adduct:(M-H)-;mz.error:1.6016;mz.match.score:0.99795;RT.error:NA;RT.match.score:NA;CE:55;SS:0.7355089;Total.score:0.8339243;MS2.spectra.name:mz514.283556323393rt698.0361;Database:nistDatabase0.0.1;Dataset.index:11,2
M514T779,514.2844668,778.5515137,mz514.284350450101rt790.60566,1,Compound.name:Taurocholate;CAS.ID:81-24-3 (345909-26-4);HMDB.ID:HMDB00036;KEGG.ID:NA;Lab.ID:S0243;Adduct:(M-H)-;mz.error:0.05745829;mz.match.score:0.9999974;RT.error:NA;RT.match.score:NA;CE:60;SS:0.7268406;Total.score:0.8292744;MS2.spectra.name:mz514.284350450101rt790.60566;Database:nistDatabase0.0.1;Dataset.index:11,2
M515T701,515.2864761,701.0319214,mz515.286791169426rt721.6488,1,Compound.name:Thymopoietin II (32-35);CAS.ID:85466-18-8;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO06919;Adduct:(M-H)-;mz.error:15.34841;mz.match.score:0.8282346;RT.error:NA;RT.match.score:NA;CE:15;SS:0.6206517;Total.score:0.6984953;MS2.spectra.name:mz515.286791169426rt721.6488;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M519T568,519.2227151,568.1185913,mz519.224985361353rt515.090334,1,Compound.name:(+)-11-Nor-.DELTA.9-tetrahydrocannabinol-9-carboxylic acid glucuronide;CAS.ID:1362113-32-3;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO06938;Adduct:(M-H)-;mz.error:2.668133;mz.match.score:0.994321;RT.error:NA;RT.match.score:NA;CE:20;SS:0.4806145;Total.score:0.6732544;MS2.spectra.name:mz519.224985361353rt515.090334;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M527T414,527.2139221,413.8825989,mz527.214610952156rt412.08594,1,Compound.name:Alpha-N-Phenylacetyl-L-glutamine;CAS.ID:28047-15-6;HMDB.ID:HMDB06344;KEGG.ID:NA;Lab.ID:L0217;Adduct:(2M-H)-;mz.error:0.2068377;mz.match.score:0.9999658;RT.error:NA;RT.match.score:NA;CE:15;SS:0.7495046;Total.score:0.8434275;MS2.spectra.name:mz527.214610952156rt412.08594;Database:nistDatabase0.0.1;Dataset.index:5,2
M539T593,539.3080009,592.6757202,mz539.308352026786rt592.733658,1,Compound.name:Estrone;CAS.ID:53-16-7;HMDB.ID:HMDB00145;KEGG.ID:NA;Lab.ID:S0343;Adduct:(2M-H)-;mz.error:15.40487;mz.match.score:0.8270849;RT.error:NA;RT.match.score:NA;CE:25;SS:0.5539204;Total.score:0.6563571;MS2.spectra.name:mz539.308352026786rt592.733658;Database:nistDatabase0.0.1;Dataset.index:5,2
M563T733,563.2470517,732.6262207,mz563.248780245196rt715.67784,1,"Compound.name:.beta.-D-Glucopyranosiduronic acid, 6-[3-(1-naphthalenylcarbonyl)-1H-indol-1-yl]hexyl;CAS.ID:1630023-00-5;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO07017;Adduct:(M+NH4-2H)-;mz.error:15.76612;mz.match.score:0.8196677;RT.error:NA;RT.match.score:NA;CE:40;SS:0.6216262;Total.score:0.6958918;MS2.spectra.name:mz563.248780245196rt715.67784;Database:orbitrapDatabase0.0.1;Dataset.index:12",2
M567T770,567.3170637,769.9750671,mz567.318321345821rt775.83018,1,Compound.name:Chenodeoxycholic acid 24-acyl-.beta.-D-glucuronide;CAS.ID:208038-27-1;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO07082;Adduct:(M-H)-;mz.error:1.624037;mz.match.score:0.9978922;RT.error:NA;RT.match.score:NA;CE:25;SS:0.5485349;Total.score:0.7170439;MS2.spectra.name:mz567.318321345821rt775.83018;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M586T552,586.2321457,552.1437073,mz586.234112736549rt598.554444,1,"Compound.name:[DAla2,DMet5] Enkephalin;CAS.ID:NA;HMDB.ID:METPA0001;KEGG.ID:NA;Lab.ID:NO07151;Adduct:(M-H)-;mz.error:0.02172605;mz.match.score:0.9999996;RT.error:NA;RT.match.score:NA;CE:35;SS:0.4730871;Total.score:0.6706793;MS2.spectra.name:mz586.234112736549rt598.554444;Database:orbitrapDatabase0.0.1;Dataset.index:6",2
M588T538,588.2483316,537.9636841,mz588.249598336956rt585.2502,1,"Compound.name:Benzoic acid, 3-[[(3-carboxycyclohexyl)amino]carbonyl]-4-[3-[4-(4-phenoxybutoxy)phenyl]propoxy]-;CAS.ID:712313-33-2;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO07157;Adduct:(M-H)-;mz.error:18.19238;mz.match.score:0.7673822;RT.error:NA;RT.match.score:NA;CE:35;SS:0.4941656;Total.score:0.5966218;MS2.spectra.name:mz588.249598336956rt585.2502;Database:orbitrapDatabase0.0.1;Dataset.index:6",2
M600T629,600.2845422,628.9818726,mz600.284674496946rt625.99308,1,Compound.name:Gly-Arg-Gly-Glu-Ser-Pro;CAS.ID:99896-88-5;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO07825;Adduct:(M-H)-;mz.error:16.61628;mz.match.score:0.8018124;RT.error:NA;RT.match.score:NA;CE:30;SS:0.6459225;Total.score:0.7043812;MS2.spectra.name:mz600.284674496946rt625.99308;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M605T422,605.2361157,421.9489441,mz605.240010660513rt424.211184,1,Compound.name:Gly-Gly-Gly-Gly-Gly;CAS.ID:7093-67-6;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO03722;Adduct:(2M-H)-;mz.error:19.01834;mz.match.score:0.7487442;RT.error:NA;RT.match.score:NA;CE:15;SS:0.5266129;Total.score:0.6099121;MS2.spectra.name:mz605.240010660513rt424.211184;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M618T657,618.2945889,656.713501,mz618.295044036043rt642.74832,1,Compound.name:Parathyroid Hormone Related Peptide (107-111);CAS.ID:NA;HMDB.ID:METPA0001;KEGG.ID:NA;Lab.ID:NO07872;Adduct:(M-H)-;mz.error:8.824208;mz.match.score:0.9396072;RT.error:NA;RT.match.score:NA;CE:30;SS:0.631352;Total.score:0.7469477;MS2.spectra.name:mz618.295044036043rt642.74832;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M632T95,632.2036021,94.73618317,mz632.206121904217rt109.084896,1,Compound.name:3'-Sialyllactose;CAS.ID:35890-38-1;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO07912;Adduct:(M-H)-;mz.error:2.88182;mz.match.score:0.9933781;RT.error:NA;RT.match.score:NA;CE:25;SS:0.4878037;Total.score:0.6773941;MS2.spectra.name:mz632.206121904217rt109.084896;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M673T102,673.2305091,102.4091949,mz673.230452888345rt100.608894,1,Compound.name:6'-Sialyl-N-acetyllactosamine;CAS.ID:78969-47-8;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:NO07981;Adduct:(M-H)-;mz.error:0.6641287;mz.match.score:0.9996472;RT.error:NA;RT.match.score:NA;CE:40;SS:0.7199145;Total.score:0.8248143;MS2.spectra.name:mz673.230452888345rt100.608894;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M691T618,691.3184445,618.3076782,mz691.318112170835rt609.43866,1,Compound.name:Arg-Gly-Asp;CAS.ID:NA;HMDB.ID:METPA0001;KEGG.ID:NA;Lab.ID:NO04793;Adduct:(2M-H)-;mz.error:7.539468;mz.match.score:0.9555436;RT.error:NA;RT.match.score:NA;CE:15;SS:0.6470011;Total.score:0.7627045;MS2.spectra.name:mz691.318112170835rt609.43866;Database:orbitrapDatabase0.0.1;Dataset.index:6,2
M879T594,879.3287192,593.5572815,mz879.333367426099rt602.46324,1,Compound.name:Candesartan;CAS.ID:139481-59-7;HMDB.ID:NA;KEGG.ID:C07468;Lab.ID:MassBank_1716;Adduct:(2M-H)-;mz.error:24.18585;mz.match.score:0.6262759;RT.error:NA;RT.match.score:NA;CE:15 % (nominal);SS:0.607045;Total.score:0.6142566;MS2.spectra.name:mz879.333367426099rt602.46324;Database:massbankDatabase0.0.1;Dataset.index:2,2
M927T463,927.4013819,463.3566437,mz927.406065736645rt477.424038,1,Compound.name:Estriol-16-Glucuronide;CAS.ID:1852-50-2;HMDB.ID:HMDB06766;KEGG.ID:NA;Lab.ID:n02538;Adduct:(2M-H)-;mz.error:4.427119;mz.match.score:0.9844428;RT.error:NA;RT.match.score:NA;CE:35;SS:0.5747524;Total.score:0.7283863;MS2.spectra.name:mz927.406065736645rt477.424038;Database:nistDatabase0.0.1;Dataset.index:5,2
M927T548,927.4015298,548.2945557,mz927.401300725788rt548.969004,1,Compound.name:Estriol-16-Glucuronide;CAS.ID:1852-50-2;HMDB.ID:HMDB06766;KEGG.ID:NA;Lab.ID:n02538;Adduct:(2M-H)-;mz.error:0.7108834;mz.match.score:0.9995958;RT.error:NA;RT.match.score:NA;CE:45;SS:0.7576368;Total.score:0.8483714;MS2.spectra.name:mz927.401300725788rt548.969004;Database:nistDatabase0.0.1;Dataset.index:11,2
M932T755,931.5058513,754.5684509,mz931.506072652667rt756.26886,1,Compound.name:Androsterone glucuronide;CAS.ID:1852-43-3;HMDB.ID:HMDB02829;KEGG.ID:C11135;Lab.ID:NO06723;Adduct:(2M-H)-;mz.error:0.02935819;mz.match.score:0.9999993;RT.error:NA;RT.match.score:NA;CE:60;SS:0.7669376;Total.score:0.8543357;MS2.spectra.name:mz931.506072652667rt756.26886;Database:orbitrapDatabase0.0.1;Dataset.index:12,2
M71T689,70.95619098,688.6950073,NA,2,Compound.name:Manganese;CAS.ID:7439-96-5;HMDB.ID:HMDB0001333;KEGG.ID:C19610;Lab.ID:HMDB0001333;Adduct:(M+NH4-2H)-;mz.error:2.89664;Database:HMDB.metabolite.data{}Compound.name:Hydrogen peroxide;CAS.ID:7722-84-1;HMDB.ID:HMDB0003125;KEGG.ID:C00027;Lab.ID:HMDB0003125;Adduct:(M+K-2H)-;mz.error:5.27918;Database:HMDB.metabolite.data,3
M71T859,70.94221561,859.4249878,NA,3,Compound.name:Gallium;CAS.ID:7440-55-3;HMDB.ID:HMDB0001478;KEGG.ID:NA;Lab.ID:HMDB0001478;Adduct:(M-H)-;mz.error:1.149005;Database:HMDB.metabolite.data{}Compound.name:Chromium;CAS.ID:7440-47-3;HMDB.ID:HMDB0000599;KEGG.ID:C19368;Lab.ID:HMDB0000599;Adduct:(M+F)-;mz.error:7.009265;Database:HMDB.metabolite.data{}Compound.name:Phosphine;CAS.ID:7803-51-2;HMDB.ID:HMDB0034790;KEGG.ID:NA;Lab.ID:HMDB0034790;Adduct:(M+K-2H)-;mz.error:9.052495;Database:HMDB.metabolite.data,3
M71T414,71.01121132,414.0473022,NA,3,Compound.name:L-Lactic acid;CAS.ID:79-33-4;HMDB.ID:HMDB0000190;KEGG.ID:C00186;Lab.ID:HMDB0000190;Adduct:(M-H2O-H)-;mz.error:6.456845;Database:HMDB.metabolite.data{}Compound.name:Hydroxypropionic acid;CAS.ID:503-66-2;HMDB.ID:HMDB0000700;KEGG.ID:C01013;Lab.ID:HMDB0000700;Adduct:(M-H2O-H)-;mz.error:6.456845;Database:HMDB.metabolite.data{}Compound.name:Glyceraldehyde;CAS.ID:56-82-6;HMDB.ID:HMDB0001051;KEGG.ID:C02154;Lab.ID:HMDB0001051;Adduct:(M-H2O-H)-;mz.error:6.456845;Database:HMDB.metabolite.data,3
M71T269,71.04932432,268.5976105,NA,3,"Compound.name:2,3-Butanediol;CAS.ID:513-85-9;HMDB.ID:HMDB0003156;KEGG.ID:C00265;Lab.ID:HMDB0003156;Adduct:(M-H2O-H)-;mz.error:2.13811;Database:HMDB.metabolite.data{}Compound.name:1,1-Dimethoxyethane;CAS.ID:534-15-6;HMDB.ID:HMDB0030061;KEGG.ID:NA;Lab.ID:HMDB0030061;Adduct:(M-H2O-H)-;mz.error:2.13811;Database:HMDB.metabolite.data{}Compound.name:2-Ethoxyethanol;CAS.ID:110-80-5;HMDB.ID:HMDB0031213;KEGG.ID:C14687;Lab.ID:HMDB0031213;Adduct:(M-H2O-H)-;mz.error:2.13811;Database:HMDB.metabolite.data",3
M72T413,72.01213975,413.1378174,NA,1,Compound.name:(hydroxymethyl)carbamic acid;CAS.ID:NA;HMDB.ID:HMDB0143414;KEGG.ID:NA;Lab.ID:HMDB0143414;Adduct:(M-H2O-H)-;mz.error:7.741813;Database:HMDB.metabolite.data,3
M73T682,73.02772599,682.0419922,NA,3,Compound.name:Glycerol;CAS.ID:56-81-5;HMDB.ID:HMDB0000131;KEGG.ID:C00116;Lab.ID:HMDB0000131;Adduct:(M-H2O-H)-;mz.error:4.295330;Database:HMDB.metabolite.data{}Compound.name:Propionic acid;CAS.ID:79-09-4;HMDB.ID:HMDB0000237;KEGG.ID:C00163;Lab.ID:HMDB0000237;Adduct:(M-H)-;mz.error:4.383615;Database:HMDB.metabolite.data{}Compound.name:Lactaldehyde;CAS.ID:598-35-6;HMDB.ID:HMDB0003052;KEGG.ID:C00424;Lab.ID:HMDB0003052;Adduct:(M-H)-;mz.error:4.383615;Database:HMDB.metabolite.data,3
M73T540,72.99158382,540.0151367,NA,3,Compound.name:Glyoxylic acid;CAS.ID:298-12-4;HMDB.ID:HMDB0000119;KEGG.ID:C00048;Lab.ID:HMDB0000119;Adduct:(M-H)-;mz.error: 3.775275;Database:HMDB.metabolite.data{}Compound.name:(Chloromethyl)oxirane;CAS.ID:106-89-8;HMDB.ID:HMDB0034232;KEGG.ID:C14449;Lab.ID:HMDB0034232;Adduct:(M-H2O-H)-;mz.error:16.478327;Database:HMDB.metabolite.data{}Compound.name:cis-3-Chloro-2-propene-1-ol;CAS.ID:NA;HMDB.ID:HMDB0060456;KEGG.ID:C06612;Lab.ID:HMDB0060456;Adduct:(M-H2O-H)-;mz.error:16.478327;Database:HMDB.metabolite.data,3
M73T334,72.99158121,333.6848755,NA,3,Compound.name:Glyoxylic acid;CAS.ID:298-12-4;HMDB.ID:HMDB0000119;KEGG.ID:C00048;Lab.ID:HMDB0000119;Adduct:(M-H)-;mz.error: 3.7818;Database:HMDB.metabolite.data{}Compound.name:(Chloromethyl)oxirane;CAS.ID:106-89-8;HMDB.ID:HMDB0034232;KEGG.ID:C14449;Lab.ID:HMDB0034232;Adduct:(M-H2O-H)-;mz.error:16.4718;Database:HMDB.metabolite.data{}Compound.name:cis-3-Chloro-2-propene-1-ol;CAS.ID:NA;HMDB.ID:HMDB0060456;KEGG.ID:C06612;Lab.ID:HMDB0060456;Adduct:(M-H2O-H)-;mz.error:16.4718;Database:HMDB.metabolite.data,3
M74T331,74.0231623,330.8156433,NA,3,Compound.name:Glycine;CAS.ID:56-40-6;HMDB.ID:HMDB0000123;KEGG.ID:C00037;Lab.ID:HMDB0000123;Adduct:(M-H)-;mz.error:3.915273;Database:HMDB.metabolite.data{}Compound.name:Acetohydroxamic Acid;CAS.ID:546-88-3;HMDB.ID:HMDB0014691;KEGG.ID:C06808;Lab.ID:HMDB0014691;Adduct:(M-H)-;mz.error:3.915273;Database:HMDB.metabolite.data{}Compound.name:Ethyl nitrite;CAS.ID:109-95-5;HMDB.ID:HMDB0031239;KEGG.ID:NA;Lab.ID:HMDB0031239;Adduct:(M-H)-;mz.error:3.915273;Database:HMDB.metabolite.data,3
M74T208,74.03132094,207.9554291,NA,3,Compound.name:Glycine;CAS.ID:56-40-6;HMDB.ID:HMDB0000123;KEGG.ID:C00037;Lab.ID:HMDB0000123;Adduct:(M-H)-;mz.error:16.48133;Database:HMDB.metabolite.data{}Compound.name:Acetohydroxamic Acid;CAS.ID:546-88-3;HMDB.ID:HMDB0014691;KEGG.ID:C06808;Lab.ID:HMDB0014691;Adduct:(M-H)-;mz.error:16.48133;Database:HMDB.metabolite.data{}Compound.name:Ethyl nitrite;CAS.ID:109-95-5;HMDB.ID:HMDB0031239;KEGG.ID:NA;Lab.ID:HMDB0031239;Adduct:(M-H)-;mz.error:16.48133;Database:HMDB.metabolite.data,3
M75T136,74.96629328,135.9645386,NA,3,"Compound.name:Chloroacetic acid;CAS.ID:79-11-8;HMDB.ID:HMDB0031331;KEGG.ID:C06755;Lab.ID:HMDB0031331;Adduct:(M-H2O-H)-;mz.error: 5.090582;Database:HMDB.metabolite.data{}Compound.name:Dimethyldisulfide;CAS.ID:624-92-0;HMDB.ID:HMDB0005879;KEGG.ID:C08371;Lab.ID:HMDB0005879;Adduct:(M-H2O-H)-;mz.error:17.245730;Database:HMDB.metabolite.data{}Compound.name:1,2-Ethanedithiol;CAS.ID:540-63-6;HMDB.ID:HMDB0031707;KEGG.ID:NA;Lab.ID:HMDB0031707;Adduct:(M-H2O-H)-;mz.error:17.245730;Database:HMDB.metabolite.data",3
M75T710,75.074552,710.0203247,NA,1,Compound.name:Guanidine;CAS.ID:50-01-1;HMDB.ID:HMDB0001842;KEGG.ID:C17349;Lab.ID:HMDB0001842;Adduct:(M+NH4-2H)-;mz.error:17.26206;Database:HMDB.metabolite.data,3
M76T1163,76.00996972,1163.493042,NA,3,Compound.name:N-Methylene-ethenamine;CAS.ID:NA;HMDB.ID:HMDB0061870;KEGG.ID:NA;Lab.ID:HMDB0061870;Adduct:(M+Na-2H)-;mz.error:17.32361;Database:HMDB.metabolite.data{}Compound.name:2-Hydroxypyridine;CAS.ID:142-08-5;HMDB.ID:HMDB0013751;KEGG.ID:C02502;Lab.ID:HMDB0013751;Adduct:(M-H2O-H)-;mz.error:23.11017;Database:HMDB.metabolite.data{}Compound.name:1H-Pyrrole-2-carboxaldehyde;CAS.ID:1003-29-8;HMDB.ID:HMDB0036057;KEGG.ID:NA;Lab.ID:HMDB0036057;Adduct:(M-H2O-H)-;mz.error:23.11017;Database:HMDB.metabolite.data,3
M76T966,76.0687644,966.2195435,NA,2,Compound.name:Propyl alcohol;CAS.ID:71-23-8;HMDB.ID:HMDB0000820;KEGG.ID:C05979;Lab.ID:HMDB0000820;Adduct:(M+NH4-2H)-;mz.error:20.12619;Database:HMDB.metabolite.data{}Compound.name:Isopropyl alcohol;CAS.ID:67-63-0;HMDB.ID:HMDB0000863;KEGG.ID:C01845;Lab.ID:HMDB0000863;Adduct:(M+NH4-2H)-;mz.error:20.12619;Database:HMDB.metabolite.data,3
M76T565,76.02024281,564.5009155,NA,3,Compound.name:2-Hydroxypyridine;CAS.ID:142-08-5;HMDB.ID:HMDB0013751;KEGG.ID:C02502;Lab.ID:HMDB0013751;Adduct:(M-H2O-H)-;mz.error:2.572558;Database:HMDB.metabolite.data{}Compound.name:1H-Pyrrole-2-carboxaldehyde;CAS.ID:1003-29-8;HMDB.ID:HMDB0036057;KEGG.ID:NA;Lab.ID:HMDB0036057;Adduct:(M-H2O-H)-;mz.error:2.572558;Database:HMDB.metabolite.data{}Compound.name:Cysteamine;CAS.ID:60-23-1;HMDB.ID:HMDB0002991;KEGG.ID:C01678;Lab.ID:HMDB0002991;Adduct:(M-H)-;mz.error:5.942772;Database:HMDB.metabolite.data,3
M76T668,76.02020954,668.3112183,NA,3,Compound.name:2-Hydroxypyridine;CAS.ID:142-08-5;HMDB.ID:HMDB0013751;KEGG.ID:C02502;Lab.ID:HMDB0013751;Adduct:(M-H2O-H)-;mz.error:2.489382;Database:HMDB.metabolite.data{}Compound.name:1H-Pyrrole-2-carboxaldehyde;CAS.ID:1003-29-8;HMDB.ID:HMDB0036057;KEGG.ID:NA;Lab.ID:HMDB0036057;Adduct:(M-H2O-H)-;mz.error:2.489382;Database:HMDB.metabolite.data{}Compound.name:Cysteamine;CAS.ID:60-23-1;HMDB.ID:HMDB0002991;KEGG.ID:C01678;Lab.ID:HMDB0002991;Adduct:(M-H)-;mz.error:6.025947;Database:HMDB.metabolite.data,3
M77T394,77.00426531,393.9560852,NA,3,Compound.name:2-Furancarboxaldehyde;CAS.ID:98-01-1;HMDB.ID:HMDB0032914;KEGG.ID:C14279;Lab.ID:HMDB0032914;Adduct:(M-H2O-H)-;mz.error:2.589845;Database:HMDB.metabolite.data{}Compound.name:Protoanemonin;CAS.ID:NA;HMDB.ID:HMDB0060503;KEGG.ID:C07090;Lab.ID:HMDB0060503;Adduct:(M-H2O-H)-;mz.error:2.589845;Database:HMDB.metabolite.data{}Compound.name:Dimethyl sulfoxide;CAS.ID:67-68-5;HMDB.ID:HMDB0002151;KEGG.ID:C11143;Lab.ID:HMDB0002151;Adduct:(M-H)-;mz.error:5.925485;Database:HMDB.metabolite.data,3
M77T400,77.03661206,400.4561615,NA,3,Compound.name:Carbamic acid;CAS.ID:463-77-4;HMDB.ID:HMDB0003551;KEGG.ID:C01563;Lab.ID:HMDB0003551;Adduct:(M+NH4-2H)-;mz.error:2.334287;Database:HMDB.metabolite.data{}Compound.name:2-Methyl-2-cyclopenten-1-one;CAS.ID:1120-73-6;HMDB.ID:HMDB0031545;KEGG.ID:NA;Lab.ID:HMDB0031545;Adduct:(M-H2O-H)-;mz.error:7.507045;Database:HMDB.metabolite.data{}Compound.name:3-Methyl-2-cyclopenten-1-one;CAS.ID:2758-18-1;HMDB.ID:HMDB0031546;KEGG.ID:NA;Lab.ID:HMDB0031546;Adduct:(M-H2O-H)-;mz.error:7.507045;Database:HMDB.metabolite.data,3
M79T678,78.95577136,678.0647583,NA,3,"Compound.name:Magnesium oxide;CAS.ID:1309-48-4;HMDB.ID:HMDB0015458;KEGG.ID:C12567;Lab.ID:HMDB0015458;Adduct:(2M-H)-;mz.error: 7.89580;Database:HMDB.metabolite.data{}Compound.name:Phosphate;CAS.ID:14265-44-2;HMDB.ID:HMDB0001429;KEGG.ID:C00009;Lab.ID:HMDB0001429;Adduct:(M-H2O-H)-;mz.error: 8.05934;Database:HMDB.metabolite.data{}Compound.name:1,2-Dichloroethane;CAS.ID:107-06-2;HMDB.ID:HMDB0029571;KEGG.ID:C06752;Lab.ID:HMDB0029571;Adduct:(M-H2O-H)-;mz.error:11.66454;Database:HMDB.metabolite.data",3
M79T234,78.98730009,233.7237244,NA,1,Compound.name:Chloromethyl methyl ether;CAS.ID:107-30-2;HMDB.ID:HMDB0031332;KEGG.ID:C19160;Lab.ID:HMDB0031332;Adduct:(M-H)-;mz.error:20.731;Database:HMDB.metabolite.data,3
M79T422,79.05212026,421.5546112,NA,3,Compound.name:Cyclohexanone;CAS.ID:108-94-1;HMDB.ID:HMDB0003315;KEGG.ID:C00414;Lab.ID:HMDB0003315;Adduct:(M-H2O-H)-;mz.error:7.861705;Database:HMDB.metabolite.data{}Compound.name:2-Methyl-4-pentenal;CAS.ID:5187-71-3;HMDB.ID:HMDB0030332;KEGG.ID:NA;Lab.ID:HMDB0030332;Adduct:(M-H2O-H)-;mz.error:7.861705;Database:HMDB.metabolite.data{}Compound.name:4-Methyl-2-pentenal;CAS.ID:5362-56-1;HMDB.ID:HMDB0031196;KEGG.ID:NA;Lab.ID:HMDB0031196;Adduct:(M-H2O-H)-;mz.error:7.861705;Database:HMDB.metabolite.data,3
